150, feacdb
151, eacdfb
152, efdcab
153, dceafb
154, bdcafe
155, cdafbe
156, ecbafd
157, acebdf
158, cfdabe
159, cdfeab
160, fcedba
161, fdcbea
162, bdefac
163, bacdfe
164, dfecab
165, ebdfca
166, cbefad
167, adebfc
168, fcaedb
169, beadfc
170, fedabc
171, afedcb
172, bedcfa
173, dbecfa
174, bdcaef
175, cefdab
176, dbecaf
177, defcba
178, bcfaed
179, bfdeca
180, efacdb
181, dcfbae
182, bcedaf
183, bcfdae
184, bdacef
185, dbefca
186, dafbce
187, cdbefa
188, faedbc
189, afebcd
190, cabfed
191, bdfcae
192, febacd
193, aebcfd
194, dcbaef
195, ebfadc
196, acedbf
197, bfdcea
198, bafedc
199, adfcbe
200, fbdcae
201, acdbef
202, dafcbe
203, afdbce
204, efcadb
205, ebcfad
206, dabcfe
207, dbcfae
208, bfacde
209, eafdbc
210, fdbeac
211, fbadce
212, beacdf
213, dabcef
214, ebdacf
215, eafdcb
216, fadbce
217, cdfeba
218, acfebd
219, fdaebc
220, fbcead
221, febdac
222, fbdace
223, bdafce
224, fbadec
225, dacefb
226, fcebda
227, adcefb
228, bdfcae
229, cdfbae
230, abecdf
231, acfdeb
232, defbca
233, bcefad
234, cbeadf
235, fcbaed
236, cafdbe
237, badfce
238, daebfc
239, fecbda
240, ecbafd
241, aedbcf
242, bdefac
243, efcdba
244, efdbac
245, daebcf
246, bdfcea
247, dbaecf
248, edcbaf
249, cfabed
250, deafcb
251, fdcabe
252, ebafdc
253, cfbeda
254, acebfd
255, cabfed
256, cfaebd
257, bdeacf
258, edcfab
259, defacb
260, bdcfea
261, cfbdea
262, aedcbf
263, edcfab
264, becfad
265, bedacf
266, baefdc
267, efbacd
268, bdacef
269, fcbdae
270, afedbc
271, bfeacd
272, badefc
273, eabfcd
274, befacd
275, bdcefa
276, dbaecf
277, befdca
278, dceafb
279, cedabf
280, becdaf
281, cedabf
282, befadc
283, cbdaef
284, bfdcea
285, afbdec
286, efabdc
287, adebcf
288, decfab
289, dacfbe
290, dfaebc
291, afbedc
292, dbefac
293, decbaf
294, fadcbe
295, fbecda
296, ecbfad
297, ecbafd
298, adfbce
299, dfcbae
300, adefcb
301, fabdec
302, fcebda
303, fadcbe
304, cafebd
305, cadfbe
306, cbaedf
307, fcdbae
308, cafedb
309, bceafd
310, fdcbea
311, ebacfd
312, bfcdae
313, cfbaed
314, adbfce
315, efbdac
316, fedcba
317, adcfeb
318, defacb
319, cafdbe
320, fdebca
321, adcfbe
322, cfdbae
323, cdfabe
324, aedcbf
325, dcabef
326, edfcab
327, fcbaed
328, acfdeb
329, badcfe
330, cfdeba
331, dafbec
332, cdeafb
333, dcbfea
334, fedcab
335, dafbec
336, afbcde
337, efabcd
338, befdca
339, beafcd
340, bcfeda
341, facbed
342, fdceba
343, aecdfb
344, acefdb
345, dacebf
346, abefdc
347, dbeafc
348, debacf
349, afdceb
350, fdaecb
351, efdcba
352, dfaceb
353, cedfba
354, aebdfc
355, afdecb
356, bdcefa
357, fcdeba
358, ceabfd
359, acdefb
360, bfdeac
361, adebfc
362, facdbe
363, efcdab
364, bfacde
365, fcdaeb
366, fdbeca
367, dfcaeb
368, abdfec
369, dbfcea
370, fcadbe
371, dbcfae
372, bedacf
373, fecbda
374, becfad
375, cfdaeb
376, efadbc
377, efcbda
378, fcadbe
379, fcdbea
380, bfadce
381, bacdfe
382, bfaedc
383, adecfb
384, efadbc
385, edbafc
386, defcba
387, acdfeb
388, bdfeac
389, eafbcd
390, dbecaf
391, aebfdc
392, fecdab
393, bafced
394, cdbfae
395, cedbaf
396, fcaedb
397, deabfc
398, beafdc
399, cbdeaf
400, cfaebd
401, acedfb
402, acdfbe
403, decfab
404, afdebc
405, fdabec
406, befdca
407, efcdba
408, abdfec
409, dabcef
410, deabfc
411, eadcbf
412, cdefba
413, edbfac
414, aecfbd
415, deacfb
416, fadcbe
417, decbfa
418, bfecad
419, aebcfd
420, becdaf
421, fcbeda
422, fdcbae
423, ceafdb
424, cdfeab
425, edfabc
426, fcbead
427, ebfadc
428, fbedac
429, dacefb
430, ebcafd
431, edabfc
432, adbefc
433, bdfcae
434, ceabfd
435, debfac
436, feadcb
437, dafceb
438, cfbdae
439, cfdaeb
440, cafbde
441, aedcfb
442, fbdcae
443, ceafdb
444, ecdafb
445, aebfdc
446, beacdf
447, bdface
448, cdebaf
449, aedfbc
450, efbdca
451, dcfbea
452, fbecda
453, febcda
454, cfbaed
455, bfeacd
456, bcefda
457, ebadfc
458, cadfbe
459, fbdcea
460, aefbcd
461, afcdbe
462, acfdbe
463, adcbef
464, cbdafe
465, decabf
466, dacfeb
467, cfdeba
468, badfce
469, fdaebc
470, ebdfac
471, afbedc
472, bdacef
473, fcdeba
474, edcafb
475, bdfcea
476, fdbace
477, ecdfba
478, fcadeb
479, cefdab
480, cdbfae
481, dbafec
482, bcdfae
483, efadbc
484, fcbeda
485, eafdbc
486, dacbfe
487, befdca
488, cdfaeb
489, fdeabc
490, befacd
491, dfaebc
492, dbafce
493, abefdc
494, bfdcea
495, edcbfa
496, cfbdae
497, facedb
498, fbecad
499, defacb
500, caebfd
501, ecafdb
502, dcabef
503, fadcbe
504, fdecba
505, adbecf
506, fdaecb
507, bdcefa
508, abfcde
509, aebdcf
510, cdafbe
511, fecbda
512, ceadbf
513, bdfcae
514, dbecfa
515, abdfce
516, dcfeab
517, bdefca
518, cbdeaf
519, cfebda
520, fcedba
521, bceadf
522, cbfeda
523, dfecab
524, cedafb
525, badfec
526, badfce
527, abfdec
528, efabcd
529, ecfabd
530, cedbfa
531, daecbf
532, dcfaeb
533, bfcade
534, fbdeca
535, dcabfe
536, dbacfe
537, adbefc
538, dcfbea
539, bcdfae
540, acfebd
541, fbedac
542, bfdcea
543, cdeafb
544, eadfbc
545, cfeabd
546, daefbc
547, faecdb
548, bacfed
549, fcdaeb
550, dcafbe
551, cedfab
552, baefcd
553, cdfeab
554, facbed
555, bdfcea
556, eabdfc
557, aebcdf
558, becadf
559, bfdcea
560, ecbafd
561, dceabf
562, bcadef
563, cbedaf
564, ebfcda
565, efadbc
566, daefbc
567, edabcf
568, dcbefa
569, bcaefd
570, dfebac
571, ceafbd
572, afdecb
573, fdbcae
574, bfdeca
575, feadbc
576, bfedca
577, debcaf
578, edcafb
579, edcbaf
580, fabdce
581, dcfaeb
582, afcbde
583, dbfaec
584, dcfeab
585, cdaebf
586, febdac
587, fbeadc
588, abecfd
589, edabcf
590, efcabd
591, bdface
592, cbefda
593, bfacde
594, dfaecb
595, dcafbe
596, feadbc
597, bcedfa
598, fbeadc
599, efabcd
600, befadc
601, feadcb
602, fcdbea
603, ebfcda
604, fcedba
605, cbedfa
606, dfbace
607, cabedf
608, fabced
609, debfac
610, dfaecb
611, decfab
612, dabfec
613, becdfa
614, cabfed
615, eafcdb
616, fbecda
617, aefcdb
618, afcedb
619, abfdec
620, dafbec
621, efcdab
622, fbadce
623, dbeacf
624, eabdfc
625, cefdba
626, cefdab
627, aedbcf
628, ecdfab
629, cbdafe
630, aefcdb
631, cfdbea
632, fceadb
633, fedcab
634, caefbd
635, daebfc
636, cabdef
637, afcbde
638, bafecd
639, bdcaef
640, deafcb
641, efcbad
642, acfbde
643, dbefac
644, adebcf
645, cfdbea
646, fadbce
647, bcedaf
648, dcabef
649, cbfdea
650, dcfabe
651, fecabd
652, dfaceb
653, becdfa
654, fcdeba
655, bcafde
656, efacbd
657, edfcab
658, cfeadb
659, deabfc
660, faebcd
661, acdebf
662, cdbeaf
663, aefdcb
664, abecfd
665, faecbd
666, bcdafe
667, ecdabf
668, dcabef
669, befcad
670, dbfcae
671, cdfaeb
672, cbdafe
673, cdfaeb
674, cfedab
675, eafdbc
676, dbcfea
677, bfecda
678, bedfac
679, adcbfe
680, dfaecb
681, feadbc
682, fcbeda
683, efdabc
684, facdeb
685, adbcef
686, bfcdae
687, bfaedc
688, dfbcea
689, defcab
690, dbecaf
691, edcabf
692, abcfde
693, badcef
694, acdefb
695, cdfeab
696, edafbc
697, cdbafe
698, bcaefd
699, cebdfa
700, ebdafc
701, eadfcb
702, fdabce
703, cdbefa
704, dcefba
705, dcfeba
706, ecafdb
707, abfced
708, adecfb
709, dfcabe
710, acefbd
711, ecafdb
712, aefcbd
713, edcfab
714, afbcde
715, dfabec
716, deabfc
717, cbeafd
718, ebfacd
719, edafcb
720, edfcba
721, cabdef
722, dfceba
723, dcafbe
724, edcbaf
725, dfabec
726, cfedba
727, fdebac
728, acefdb
729, cebdaf
730, dcbfae
731, efacdb
732, fabecd
733, becfad
734, fdbcea
735, fabecd
736, dcbafe
737, edabfc
738, abedcf
739, ebfadc
740, bcfdae
741, fdcabe
742, dbfeac
743, bcfeda
744, aefdcb
745, efbdca
746, dfbcae
747, fbeacd
748, bcefad
749, dacfeb
750, defcab
751, defabc
752, fdecab
753, bfdace
754, adfcbe
755, ecbadf
756, cfaebd
757, bfaced
758, befacd
759, dbfcae
760, bcfead
761, beacfd
762, ecdfab
763, dabfec
764, cdfaeb
765, afebdc
766, feadbc
767, bcfade
768, fabcde
769, afdcbe
770, ecbdfa
771, bafced
772, edbfca
773, fadbec
774, bdfcae
775, bdacef
776, fabedc
777, adcbef
778, afcebd
779, ceabdf
780, efbdca
781, dabfce
782, acefbd
783, eadcfb
784, dbecfa
785, fecdba
786, adfcbe
787, aedcbf
788, acedbf
789, feabcd
790, bcfdea
791, cfbdea
792, adecfb
793, adbcef
794, cfedab
795, ecbfda
796, decbaf
797, badefc
798, afebdc
799, bcdafe
800, febdca
801, fcaedb
802, cdbafe
803, deafcb
804, abedfc
805, ceafbd
806, cbaefd
807, adebfc
808, cbaefd
809, dbefac
810, cdeafb
811, adbfce
812, deafcb
813, ecabdf
814, faedbc
815, edbacf
816, cbfdea
817, fcadbe
818, adbcef
819, edabfc
820, abcdef
821, badfec
822, fedcab
823, eadbfc
824, fcabde
825, ebafcd
826, feacdb
827, ceadfb
828, bfadce
829, cfdeab
830, afcdeb
831, bfdeca
832, decfba
833, febdac
834, beafdc
835, dbfeac
836, ecdabf
837, acfedb
838, edcfab
839, ecfbad
840, ebafdc
841, dbaecf
842, bcdaef
843, aefbdc
844, caefbd
845, bafdec
846, bdcefa
847, acfdbe
848, afbdec
849, edcafb
850, fedbca
851, faebdc
852, aebfdc
853, cbedaf
854, febcda
855, feabcd
856, dfebac
857, badfce
858, fabecd
859, fbaced
860, dfbeca
861, ceafbd
862, aedcbf
863, deabfc
864, becfda
865, efbacd
866, dcebaf
867, fbecda
868, befcad
869, aecbfd
870, fdecba
871, bceafd
872, faebdc
873, aefbdc
874, ceafbd
875, fcabed
876, befacd
877, adecbf
878, caebfd
879, cdfbae
880, becdfa
881, caedbf
882, bcaefd
883, abdfec
884, afcedb
885, eabdfc
886, cbdfae
887, cabfed
888, fdcbae
889, bfcead
890, fdecba
891, cfbeda
892, faebdc
893, deafbc
894, bfcdea
895, fdbcea
896, efcabd
897, febdac
898, aefbcd
899, bacfed
900, afedcb
901, beadfc
902, ecabdf
903, fdaebc
904, cebdaf
905, acfedb
906, cdaefb
907, fdcabe
908, fcaebd
909, cfdbea
910, ecfbad
911, fabdce
912, fbdcae
913, dfeacb
914, fcaedb
915, dacbef
916, cfdabe
917, aecbdf
918, adcbef
919, edcbaf
920, cdeafb
921, adbecf
922, ecbfad
923, fadbec
924, beafcd
925, ecadbf
926, cbfdea
927, adefcb
928, bcefad
929, faedcb
930, ebfadc
931, cfbdae
932, becfad
933, ebdafc
934, ecdbfa
935, bfedca
936, baecfd
937, ecbfda
938, dfaceb
939, bcfdae
940, dbcefa
941, efacdb
942, acdebf
943, dabcfe
944, bacefd
945, cbfdea
946, dbaefc
947, daebcf
948, bfceda
949, bcfade
950, adbefc
951, adcbfe
952, afebdc
953, ebfdac
954, cbedaf
955, fcadbe
956, fcbead
957, bacdfe
958, dacefb
959, abefdc
960, bfdcea
961, feacdb
962, adbfce
963, ebcdfa
964, dcfaeb
965, dcfbae
966, dcafbe
967, bdfaec
968, cdfaeb
969, ebfcda
970, cafebd
971, edbacf
972, fecadb
973, bfaecd
974, becdaf
975, bcfead
976, cbaefd
977, afcdbe
978, bacdef
979, fdaebc
980, efdabc
981, acebdf
982, abcfed
983, badcfe
984, faedcb
985, dacfeb
986, dafecb
987, dcfabe
988, bedacf
989, dfeabc
990, deabcf
991, bacedf
992, adcbfe
993, dbecfa
994, bacdfe
995, abdefc
996, fbdaec
997, bdacef
998, afbecd
999, abecdf
1000, cabfde
1001, bcefad
1002, badcfe
1003, ecbdfa
1004, bfdace
1005, bcdefa
1006, efacbd
1007, fbeacd
1008, bdeacf
1009, edbacf
1010, adcfeb
1011, fbadce
1012, febdac
1013, fcbead
1014, aecbdf
1015, cefdba
1016, badfec
1017, eacdfb
1018, caefdb
1019, afcedb
1020, acdbef
1021, cedabf
1022, cdaebf
1023, cfadeb
1024, dbefca
1025, dafcbe
1026, fcebad
1027, cfaebd
1028, bdcefa
1029, dfceba
1030, bcaefd
1031, afdbec
1032, bcdeaf
1033, afdceb
1034, eafbcd
1035, defabc
1036, fcadbe
1037, fedcab
1038, aebcdf
1039, bfcdae
1040, cfebda
1041, fbdeca
1042, becdfa
1043, fedacb
1044, dcfeba
1045, defcba
1046, efbacd
1047, edcbfa
1048, ebcafd
1049, ebcfda
1050, daecbf
1051, bcdaef
1052, dbeacf
1053, feacdb
1054, fdbace
1055, ecbfda
1056, fcdaeb
1057, daefbc
1058, dcbeaf
1059, fdaebc
1060, deabcf
1061, bfdaec
1062, edabcf
1063, dfebca
1064, cdfbea
1065, fcaedb
1066, bcefad
1067, eabcdf
1068, cfbade
1069, bcafed
1070, cbafed
1071, cdefba
1072, dbfcea
1073, ecafdb
1074, dbfaec
1075, efcdba
1076, cdbafe
1077, fabced
1078, bacdfe
1079, deabfc
1080, eacfdb
1081, deabfc
1082, dfeacb
1083, fdcbea
1084, bfdcae
1085, bacdfe
1086, ecfdba
1087, bcadfe
1088, ecdabf
1089, ebfcad
1090, afedbc
1091, becadf
1092, fbcdae
1093, fdbaec
1094, acdbfe
1095, ecdafb
1096, bdcfae
1097, daecbf
1098, cadbef
1099, efabdc
1100, bedcfa
1101, abdfce
1102, aedcbf
1103, bcafde
1104, ebafdc
1105, bcfead
1106, adcbfe
1107, beacfd
1108, befacd
1109, bfeacd
1110, cefbda
1111, eacbdf
1112, acbefd
1113, debfac
1114, dbacef
1115, cfbeda
1116, cedbfa
1117, fecdba
1118, fbcaed
1119, bfadce
1120, faedcb
1121, edabcf
1122, eadfbc
1123, decfba
1124, aedcfb
1125, fecbda
1126, fbdcea
1127, adecbf
1128, eacfdb
1129, dbfeca
1130, fecabd
1131, adbcfe
1132, afedcb
1133, aecdbf
1134, abfdce
1135, dcebaf
1136, cdfbae
1137, efcadb
1138, cdafeb
1139, facdbe
1140, bceadf
1141, decbfa
1142, cdfeba
1143, bcdfae
1144, bedfca
1145, bafcde
1146, ebdcfa
1147, bdecfa
1148, cdafeb
1149, afebdc
1150, efacdb
1151, bdeacf
1152, dabcfe
1153, ecbdfa
1154, febacd
1155, ebcafd
1156, afbecd
1157, cdafbe
1158, baecfd
1159, cebafd
1160, abdcfe
1161, ceadbf
1162, cbfdae
1163, dbeafc
1164, becfad
1165, fdcabe
1166, dabfec
1167, afcbed
1168, aebfdc
1169, eacfdb
1170, acbfed
1171, bdaecf
1172, ceabfd
1173, dcebaf
1174, aedcbf
1175, aedfbc
1176, efcdba
1177, ebdacf
1178, dbaecf
1179, bdfaec
1180, cfdeab
1181, ebfadc
1182, fadcbe
1183, cedabf
1184, cebfad
1185, dafbce
1186, cdbfea
1187, becfad
1188, fdceab
1189, ecfadb
1190, dbface
1191, acefbd
1192, cabefd
1193, debcfa
1194, bcdaef
1195, fdcaeb
1196, cfdaeb
1197, cfdeba
1198, faecdb
1199, abdfec
1200, edfbac
1201, ebcadf
1202, bcadef
1203, ebdacf
1204, cbfaed
1205, adecbf
1206, bdfcea
1207, eadbfc
1208, bfecda
1209, ebcdaf
1210, baecdf
1211, bcadfe
1212, dabfec
1213, cdfeab
1214, bfaedc
1215, fbcaed
1216, edabfc
1217, cdaefb
1218, aedbcf
1219, ebfcad
1220, fbedca
1221, defbac
1222, dcbefa
1223, ebdfac
1224, fbadec
1225, cfaedb
1226, dbeafc
1227, bfacde
1228, ebfdac
1229, eabcfd
1230, dfecba
1231, defcba
1232, bfceda
1233, badfec
1234, dcfeab
1235, fedabc
1236, bfadec
1237, bdcfae
1238, deafbc
1239, caebfd
1240, deabcf
1241, befcda
1242, eacfdb
1243, bedcaf
1244, afcdeb
1245, decfab
1246, adbfce
1247, edfabc
1248, cafebd
1249, bdcfea
1250, aecbdf
1251, afebdc
1252, dbeafc
1253, efcbda
1254, aebcdf
1255, fceabd
1256, adbecf
1257, bedcfa
1258, fbaedc
1259, edafcb
1260, baefcd
1261, acdebf
1262, adcfbe
1263, ecdbaf
1264, caebdf
1265, acebdf
1266, dceabf
1267, cbadef
1268, deacbf
1269, fdacbe
1270, bcfaed
1271, bfaecd
1272, dfbcae
1273, acfdeb
1274, ebdafc
1275, becadf
1276, bafced
1277, cabfed
1278, caefbd
1279, ebacfd
1280, acebdf
1281, dfcbae
1282, ebfacd
1283, afedcb
1284, acfbed
1285, adcebf
1286, deafbc
1287, bcfade
1288, deabcf
1289, fecdab
1290, adbcef
1291, dcbfae
1292, abcfde
1293, fcdabe
1294, fbaedc
1295, fcbade
1296, fbecda
1297, cdbeaf
1298, dbecfa
1299, afdbce
1300, dbaecf
1301, bfdeac
1302, fcdbea
1303, fbdaec
1304, cfedba
1305, fadbec
1306, cafbde
1307, dcaefb
1308, afedcb
1309, dbaefc
1310, cebdfa
1311, cadbef
1312, dcbafe
1313, ebdfca
1314, efdcab
1315, bcafde
1316, dfaebc
1317, feacdb
1318, abfdce
1319, fedcba
1320, bfadce
1321, adcfeb
1322, efdcba
1323, adfbce
1324, cfaebd
1325, dceafb
1326, abdfec
1327, dcefba
1328, befcda
1329, afebdc
1330, bfacde
1331, edbafc
1332, dbfaec
1333, acfdbe
1334, afbdec
1335, cfdeba
1336, defabc
1337, acedbf
1338, befdac
1339, daebcf
1340, cfdbae
1341, dfaceb
1342, becafd
1343, dabcfe
1344, befcad
1345, daefcb
1346, cdbfea
1347, beafcd
1348, fbceda
1349, dbface
1350, dfbeac
1351, fdaecb
1352, adefcb
1353, cdaebf
1354, ecadfb
1355, abdfce
1356, acfebd
1357, fcabde
1358, debafc
1359, abdefc
1360, fcbead
1361, caedbf
1362, afcdeb
1363, bdefac
1364, dacefb
1365, fadbec
1366, fcdbae
1367, cafdbe
1368, cbeafd
1369, edbacf
1370, abcdfe
1371, dcbefa
1372, dbcfae
1373, fbceda
1374, fdceab
1375, cdebfa
1376, febdca
1377, acfdbe
1378, beacdf
1379, afdceb
1380, aebfcd
1381, bfaedc
1382, dcafeb
1383, edafbc
1384, bacefd
1385, becfad
1386, bdecfa
1387, acedfb
1388, dfabec
1389, fadecb
1390, bedcfa
1391, dcfbea
1392, bcdefa
1393, deacfb
1394, eabcfd
1395, aefdbc
1396, fecbad
1397, fdebca
1398, fbdaec
1399, dcabfe
1400, bfdeca
1401, becadf
1402, fadbce
1403, efdbca
1404, cfebda
1405, bdefac
1406, badfce
1407, afcedb
1408, edfcba
1409, fadecb
1410, bfcaed
1411, dbeafc
1412, bfdcea
1413, cbdfae
1414, fbcdea
1415, cfebad
1416, becfda
1417, febdac
1418, dcaefb
1419, deafbc
1420, dcbefa
1421, fecdba
1422, bcdfea
1423, cdefab
1424, afbdec
1425, debfac
1426, bacdef
1427, bfaecd
1428, dafecb
1429, bfcdea
1430, defcba
1431, fbadce
1432, cfadeb
1433, febacd
1434, dcaefb
1435, cafbde
1436, debfca
1437, daefcb
1438, cfdbae
1439, bfcdea
1440, dcabfe
1441, efcbda
1442, aedbcf
1443, bfdcea
1444, acdefb
1445, fecdab
1446, bcadef
1447, edcabf
1448, dcfbea
1449, eafcbd
1450, aedbfc
1451, ecbafd
1452, dabfce
1453, aedcbf
1454, aecbdf
1455, bdecaf
1456, cabefd
1457, daecfb
1458, cfabed
1459, cebadf
1460, beacfd
1461, ebfcda
1462, cbdaef
1463, bfaedc
1464, dafbec
1465, cdeafb
1466, bfadce
1467, dfabce
1468, efcdab
1469, defcab
1470, fbcaed
1471, edbcaf
1472, acefbd
1473, bfceda
1474, bcdefa
1475, efcdba
1476, cdefab
1477, fecdba
1478, dcfbae
1479, fbeadc
1480, bcaefd
1481, fcbaed
1482, edacfb
1483, bdfcae
1484, bcdaef
1485, edfbca
1486, dfbace
1487, beafcd
1488, fdecab
1489, cafbed
1490, eabcdf
1491, dfebac
1492, dcfabe
1493, fcadeb
1494, dbacfe
1495, cadbef
1496, dfacbe
1497, beadfc
1498, fdcbea
1499, cadbfe
1500, faebcd
1501, cfebad
1502, faebcd
1503, ebfcda
1504, dfbeac
1505, bdaefc
1506, cfebad
1507, fadebc
1508, bcfdae
1509, cafdbe
1510, ceafbd
1511, eacdfb
1512, aecfdb
1513, ceabfd
1514, cbefad
1515, deabfc
1516, abcfed
1517, baedcf
1518, cfadeb
1519, afdebc
1520, aebcfd
1521, faecdb
1522, dfbace
1523, cbedfa
1524, dacbef
1525, facbde
1526, faebcd
1527, dfabec
1528, dbeafc
1529, ecbfad
1530, fdecba
1531, ebdfca
1532, badefc
1533, edbcfa
1534, dbfeac
1535, fcdabe
1536, ecadfb
1537, becfad
1538, adcebf
1539, fdbace
1540, cfebad
1541, bedacf
1542, edbacf
1543, bfecad
1544, dabfce
1545, ecdfab
1546, cefbad
1547, cfdeab
1548, cdaefb
1549, efacdb
1550, feadcb
1551, fdceba
1552, edfacb
1553, dbecfa
1554, dfcaeb
1555, eafbcd
1556, decfab
1557, ebcfad
1558, dceafb
1559, bfcaed
1560, cfeadb
1561, cdaefb
1562, cbdfae
1563, dfcbea
1564, edfcab
1565, efdbca
1566, fceabd
1567, eabfdc
1568, aefdbc
1569, dbfeca
1570, cbdafe
1571, cbadef
1572, eafcdb
1573, bdface
1574, eacfdb
1575, dbcfea
1576, acbdfe
1577, dbfcae
1578, dfaceb
1579, cdfeba
1580, cebdfa
1581, cebafd
1582, cbafed
1583, afcedb
1584, dbcaef
1585, baedcf
1586, eacbdf
1587, ebacdf
1588, acefbd
1589, afedbc
1590, cdfbea
1591, ecadfb
1592, adecfb
1593, afdebc
1594, bcedfa
1595, efdabc
1596, dcbafe
1597, cdefba
1598, ecbfda
1599, feadbc
1600, bdafec
1601, efcabd
1602, fbcead
1603, abdcef
1604, fedacb
1605, cbfade
1606, becfda
1607, eafcbd
1608, dfbace
1609, dacfbe
1610, acfdeb
1611, eadfcb
1612, abcefd
1613, eacfdb
1614, cedabf
1615, dfbaec
1616, eabfcd
1617, fcadeb
1618, ecfadb
1619, dfcbae
1620, eadcfb
1621, facdbe
1622, decafb
1623, adcfbe
1624, bedacf
1625, fdceab
1626, caedbf
1627, cbadfe
1628, edfcab
1629, fcdbae
1630, cfbade
1631, ebdacf
1632, fcedab
1633, fedabc
1634, edcbaf
1635, ebdafc
1636, fecdba
1637, ecdfba
1638, adbecf
1639, dacfbe
1640, fbdaec
1641, bedfac
1642, fadceb
1643, cafebd
1644, fdcbae
1645, beacdf
1646, fbdeca
1647, bdacef
1648, cbafed
1649, abfecd
1650, cbafed
1651, fdcbae
1652, aedcbf
1653, fbcaed
1654, aedcfb
1655, dfecab
1656, bdeafc
1657, fdbcea
1658, ecadbf
1659, ecdbfa
1660, edbfac
1661, faedcb
1662, aefdcb
1663, bedfca
1664, aebcdf
1665, facedb
1666, fbdcea
1667, dacefb
1668, eacfbd
1669, aedfbc
1670, abecfd
1671, cefdba
1672, fdbeca
1673, cdbaef
1674, bfaedc
1675, dfcbae
1676, dfceab
1677, efbacd
1678, baefdc
1679, dcafbe
1680, bdeacf
1681, edcfab
1682, aebdcf
1683, abecfd
1684, edcfba
1685, fbcdae
1686, cfdbae
1687, fadecb
1688, fbaedc
1689, bdcafe
1690, afebcd
1691, baecdf
1692, ebdfac
1693, bcedaf
1694, bafedc
1695, bdface
1696, ecabfd
1697, cbdfea
1698, cadbef
1699, fcebda
1700, bfcaed
1701, adecfb
1702, facebd
1703, dfaecb
1704, cadfbe
1705, dfcaeb
1706, fabedc
1707, bcfdea
1708, becfad
1709, cfebad
1710, ecabdf
1711, aecdfb
1712, afecbd
1713, dcaefb
1714, acbefd
1715, bdefac
1716, fcdaeb
1717, bcfdea
1718, bfdcae
1719, aefbcd
1720, cafedb
1721, fbcdea
1722, edacbf
1723, ecbadf
1724, afecdb
1725, fcaedb
1726, baedcf
1727, eafcdb
1728, edfcba
1729, ecdbaf
1730, bcdafe
1731, aebdfc
1732, aecbdf
1733, abfdec
1734, edacfb
1735, cdebfa
1736, fdecab
1737, cbefda
1738, fdabce
1739, cbadef
1740, fbadec
1741, ecdafb
1742, efdcab
1743, cdbefa
1744, beafdc
1745, cbadfe
1746, ecdfba
1747, dfcbea
1748, bcaefd
1749, daecbf
1750, abcfde
1751, bfdeca
1752, fdcabe
1753, feacdb
1754, bfcade
1755, bcdfea
1756, adfecb
1757, cafdbe
1758, cdefab
1759, baedcf
1760, edcbaf
1761, fcebda
1762, adecbf
1763, becadf
1764, bcdafe
1765, adcfeb
1766, debcaf
1767, efacdb
1768, afecdb
1769, fadceb
1770, dbfeac
1771, acfbde
1772, facebd
1773, dafbce
1774, bfcade
1775, fbacde
1776, acbfde
1777, fdebac
1778, dfcaeb
